WORD,MEANING
arcane,"[MEANING 1]adj.(语言)晦涩的，隐晦的: having an often intentionally veiled or uncertain meaning
[MEANING 2]adj.深奥的，难以理解的: difficult for one of ordinary knowledge or intelligence to understand"
argument,"[MEANING 1]n.争吵，争论: an often noisy or angry expression of differing opinions
[MEANING 2]n.(逻辑上的)论证: a coherent series of statements leading from a premise to a conclusion
[MEANING 3]n.观点，论点: an idea or opinion that is put forth in a discussion or debate"
arid,"[MEANING 1]adj.干燥的: marked by little or no precipitation or humidity
[MEANING 2]adj.无趣的，无聊的: causing weariness, restlessness, or lack of interest"
array,"[MEANING 1]n.排列，阵列: a regular and imposing grouping or arrangement
[MEANING 2]vt.排列，摆放: to arrange or display in or as if in an array
[MEANING 3]vt.装饰，装修: to dress or decorate especially in splendid or impressive attire"
assail,"[MEANING 1]vt.抨击，严厉批评: to criticize harshly and usually publicly
[MEANING 2]vt.攻击，猛攻: to take sudden, violent action against"
asymmetry,[MEANING 1]n.不对称，不平衡: lack of balance or symmetry
atrophy,[MEANING 1]vi.萎缩，衰退: to waste away; wither or deteriorate
attest,[MEANING 1]vt.证实，为...作证: to give evidence or testimony to the truth or factualness of
attune,[MEANING 1]vt.使协调，使和谐: to bring into harmony
august,"[MEANING 1]adj.威严的，庄重的: having or showing a formal and serious or reserved manner
[MEANING 2]adj.盛大的，令人印象深刻的: large and impressive in size, grandeur, extent, or conception"
auspicious,[MEANING 1]adj.好兆头的: pointing toward a happy outcome
austere,"[MEANING 法1]adj.朴素的，朴实无华: markedly simple or unadorned
[MEANING 2]adj.严肃的，令人生畏的: stern and cold in appearance or manner"
automatic,"[MEANING 1]adj.(机器等)自动的: acting or operating in a manner essentially independent of external influence or control
[MEANING 2]adj.自发的，情不自禁的: acting or done spontaneously or unconsciously"
avowal,[MEANING 1]n.承认: a solemn and often public declaration of the truth or existence of something
backfire,[MEANING 1]vi.产生相ANTONYM的结果，事与愿违: to have the reverse of the desired or expected effect
backslide,[MEANING 1]vi.(情况等)倒退，固态萌发: to revert to a worse condition
baffle,"[MEANING 1]vt.挫败，阻挠: to frustrate or check (a person) as by confusing or perplexing
[MEANING 2]vt.使疑惑: to throw into a state of mental uncertainty"
baffling,[MEANING 1]adj.令人疑惑的，难以理解的: making great mental demands; hard to comprehend or solve
bash,"[MEANING 1]n.猛击: a forceful blow
[MEANING 2]vt.攻击，用力击打: to strike violently and often repeatedly
[MEANING 3]vt.抨击，严厉批评: to criticize harshly and usually publicly"
bask,[MEANING 1]vi.休息，悠然自得: to lie or relax in a pleasant warmth or atmosphere
beholden,"[MEANING 1]adj.欠他人人情的: owing something, such as gratitude, to another"
behoove,"[MEANING 1]vt. 对...有利的: to be necessary, proper or advantageous for"
beige,[MEANING 1]adj.缺乏特征的: lacking distinction
belligerence,"[MEANING 1]n.好斗，好战: an aggressive or truculent attitude, atmosphere, or disposition"
belligerent,"[MEANING 1]adj.好斗的，好战的: inclined to or exhibiting assertiveness, hostility, or combativeness"
beset,"[MEANING 1]vt.使苦恼，骚扰: to cause persistent suffering to
[MEANING 2]vt.攻击，袭击: to set upon"
bewitching,[MEANING 1]adj.迷人的，令人着迷的: having an often mysterious or magical power to attract
blackmail,[MEANING 1]n./vi.敲诈，勒索: extortion of money or something else of value from a person by the threat of exposing a criminal act or discreditable information
bluff,"[MEANING 1]adj.直率的，(说话)直截了当的: being or characterized by direct, brief, and potentially rude speech or manner
[MEANING 2]vt.欺骗: to cause to believe what is untrue; deceive"
bogus,"[MEANING 1]adj.伪造的，假冒的: being such in appearance only and made or manufactured with the intention of committing fraud
[MEANING 2]adj.虚伪的，做作的: lacking in natural or spontaneous quality"
bore,"[MEANING 1]n.令人厌烦的人或事物: one that causes boredom
[MEANING 2]vt.使厌倦，使厌烦: to make weary by being dull, repetitive, or tedious"
brandish,[MEANING 1]vt.(带有威胁性地)挥舞: to shake or wave (as a weapon) menacingly
brim,"[MEANING 1]n.边缘，边界: an upper or outer margin
[MEANING 2]vi.充满: to be or become full often to overflowing
[MEANING 3]vt.加满，倒满: to put into (something) as much as can be held or contained"
bumble,"[MEANING 1]vi.含糊不清地说，杂乱无章地说: to speak rapidly, inarticulately, and usually unintelligibly
[MEANING 2]vi.笨拙地行动: to move, act, or proceed clumsily"
bustle,"[MEANING 1]n.忙乱，喧闹: noisy, energetic, and often obtrusive activity
[MEANING 2]vi.(快速地)行走: to move briskly and often ostentatiously"
cachet,"[MEANING 1]n.威望，声望: a mark or quality, as of distinction, individuality, or authenticity"
calamity,[MEANING 1]n.大灾难: a disastrous event marked by great loss and lasting distress and suffering
calculated,"[MEANING 1]adj.经过计算(成败得失)的，经过深思熟虑的: engaged in, undertaken, or displayed after reckoning or estimating the statistical probability of success or failure"
calibrate,"[MEANING 1]vt.校准，调校: to check, adjust, or determine by comparison with a standard (the graduations of a quantitative measuring instrument)"
canny,"[MEANING 1]adj.精明的，聪明的: careful and shrewd, especially where one's own interests are concerned"
canonize,"[MEANING 1]vt.过分宠爱，过分崇拜: to love or admire too much
[MEANING 2]vt.使...崇高，使...神圣: to assign a high status or value to"
captious,[MEANING 1]adj.吹毛求疵的，爱挑毛病的: marked by an often ill-natured inclination to stress faults and raise objections
careen,"[MEANING 1]vi.蹒跚而行，不稳地行走: to lurch or swerve while in motion
[MEANING 2]vi.狂奔，快速运动: to rush headlong or carelessly"
carefree,[MEANING 1]adj.无忧无虑的: free from care as having no worries or troubles
cascade,[MEANING 1]n.(尤指小的)瀑布: a steep usually small fall of water
cellular,[MEANING 1]adj.多孔的: containing cavities; having a porous texture
ceremonious,[MEANING 1]adj.讲究礼节的，庄重的: marked by or showing careful attention to set forms and details
certitude,[MEANING 1]n.确信无疑: the state of being or feeling certain
channel,"[MEANING 1]n.水渠: an open man-made passageway for water
[MEANING 2]n.海峡: a narrow body of water between two land masses
[MEANING 3]vt.将....导向，投入: to cause to move to a central point or along a restricted pathway"
chaperone,"[MEANING 1]vt.[SYNONYMS]行，护送: to go along with in order to provide assistance, protection, or companionship"
charisma,[MEANING 1]n.魅力，吸引力: a special magnetic charm or appeal
cherished,[MEANING 1]adj.受喜爱的，珍爱的: granted special treatment or attention
chivalrous,[MEANING 1]adj.有骑士风度的，(尤指对女性)彬彬有礼的: marked by gracious courtesy and high-minded consideration(especially to women)
chorale,"[MEANING 1]n.赞美诗: a hymn or psalm sung to a traditional or composed melody in church
[MEANING 2]n.合唱班，合唱团: an organized group of singers"
clamor,"[MEANING 1]n.喧闹，喧哗，噪声: loud, confused, and usually inharmonious sound"
clan,[MEANING 1]n.(有共[SYNONYMS]爱好的)团体，帮[DERIVATIVES]: a group united by a common interest or common characteristics
cleave,"[MEANING 1]vi.紧贴，坚持: to adhere firmly and closely or loyally and unwaveringly
[MEANING 2]vt.分隔，割裂: to divide by or as if by a cutting blow"
cling,"[MEANING 1]n.粘结，粘合: a physical sticking to as if by glue
[MEANING 2]vi.紧贴，支持: to adhere as if glued firmly"
coarse,"[MEANING 1]adj.粗糙的，表面不平整的: having a level or smooth surface
[MEANING 2]adj.(声音)剌耳的: harsh, raucous, or rough in tone
[MEANING 3]adj.粗俗的: lacking in delicacy or refinement
[MEANING 4]adj.(质量)低劣的: of low, common, or inferior quality"
cohesive,[MEANING 1]adj.有粘性的，有凝聚力的: exhibiting or producing cohesion or coherence
collaborate,[MEANING 1]vi.合作: to work jointly with others or together especially in an intellectual endeavor
commiserate,[MEANING 1]vi.表示怜悯，[SYNONYMS]情: to feel or express sympathy
compatible,[MEANING 1]adj. 一致的，能共存的: capable of existing together in harmony
compelling,"[MEANING 1]adj.极具说服力的: having the power to persuade
[MEANING 2]adj.迫切的，紧迫的: needing immediate attention"
complacent,"[MEANING 1]adj.自满的，自鸣得意的: feeling or showing an often excessive or unjustified satisfaction and pleasure in one's status, possessions, or attainments
[MEANING 2]adj.无所谓的，不关心的: having or showing a lack of interest or concern"
complementary,[MEANING 1]adj.互补的: mutually supplying each other's lack
complicate,[MEANING 1]vt.使复杂化: to make complex or difficult
comprehend,"[MEANING 1]vt.理解，了解: to grasp the nature, significance, or meaning of
[MEANING 2]vt.包括，包含: to contain or hold within a total scope, significance, or amount"
concrete,"[MEANING 1]adj.实体的，实在的: relating to or composed of matter
[MEANING 2]adj.事实性的，明确的: existing in fact and not merely as a possibility"
condemn,"[MEANING 1]vt.谴责(为不道德的、邪恶的): to declare to be reprehensible, wrong, or evil usually after weighing evidence and without reservation"
conditional,"[MEANING 1]adj.有条件的，受制约的: subject to, implying, or dependent upon a condition"
conflagration,"[MEANING 1]n.大火: a large destructive fire
[MEANING 2]n.武装冲突，战争: a state of armed violent struggle between states, nations, or groups"
conflate,[MEANING 1]vt.混合: to turn into a single mass or entity that is more or less the same throughout
conform,"[MEANING 1]vt.使协调: bring into harmony or accord
[MEANING 2]vt.调整(以适应): to change (something) so as to make it suitable for a new use or situation
[MEANING 3]vi.遵照，遵从: to be obedient or compliant"
conjure,"[MEANING 1]vt.请求，恳求: to charge or entreat earnestlv or solemnly
[MEANING 2]vi.在脑海中浮现: to form a mental picture of"
consent,"[MEANING 1]n.[SYNONYMS]意，赞[SYNONYMS]: the approval by someone in authority for the doing of something
[MEANING 2]vi.[SYNONYMS]意: to give assent or approval"
consign,"[MEANING 1]vt.转交，转移(给他人): to give, transfer, or deliver into the hands or control of another"
consternation,[MEANING 1]n.惊愕，恐慌，恐惧: a state of paralyzing dismay
constrict,[MEANING 1]vt.压缩，压紧: to make smaller or narrower by or as if by binding or squeezing
contemplate,[MEANING 1]vt./vi.沉思，仔细思索: to view or consider with continued attention
contempt,[MEANING 1]n.蔑视，鄙视: open dislike for someone or something considered unworthv of one's concern or respect
contend,"[MEANING 1]vi.竞争，争夺: to strive or vie in contest or rivalry or against difficulties
[MEANING 2]vt.声明，声称: to state as a fact usually forcefully"
contradict,[MEANING 1]vt.否认，ANTONYM驳；相矛盾: to assert the contrary of; to imply the opposite or a denial of
contrived,[MEANING 1]adj.不自然的，刻意的: lacking in natural or spontaneous quality
convene,"[MEANING 1]vt.召开，召集: to bring together in assembly by or as if by command
[MEANING 2]vi.聚集，集合: to come together in a body"
correlate,[MEANING 1]vt.使...相关联: to establish a mutual or reciprocal relation between
counterpart,[MEANING 1]n.(地位、功能)对等的人或物: one having the same function or characteristics as another
counterproductive,[MEANING 1]adj.ANTONYM效果的，阻碍预期目标的: not producing or tending to hinder the attainment of a desired goal
courteous,"[MEANING 1]adj.礼貌的，恭谦有礼的: marked by polished manners, gallantry, or ceremonial usage of a court"
coy,"[MEANING 1]adj.故作羞涩的: affectedly and usually flirtatiously shy or modest
[MEANING 2]adj.不愿与人交往的，内向的: tending to avoid people and social situations"
credible,[MEANING 1]adj.可信的，值得信赖的: worthy of being accepted as true or reasonable
credit,"[MEANING 1]n.信任，信赖: mental conviction of the truth of some statement or the reality of some being or phenomenon
[MEANING 2]n.表扬，赞扬: public acknowledgment or admiration for an achievement"
crow,"[MEANING 1]vi.感到高兴: to feel or express joy or triumph
[MEANING 2]vi.自鸣得意: to praise or express pride in one's own possessions, qualities, or accomplishments often to excess"
